,time,open,high,low,close,volume,ticker
492,2016-12-22,10970,11070,10890,10910,659310,FPT
493,2016-12-23,10970,10970,10890,10930,325140,FPT
494,2016-12-26,10930,10990,10890,10940,243940,FPT
495,2016-12-27,10940,11150,10940,11050,789970,FPT
496,2016-12-28,11080,11230,11080,11170,864320,FPT
497,2016-12-29,11230,11230,11100,11130,376220,FPT
498,2016-12-30,11170,11350,11110,11290,1643340,FPT
499,2017-01-03,11350,11520,11350,11490,1013070,FPT
500,2017-01-04,11480,11710,11460,11600,1022560,FPT
501,2017-01-05,11590,11630,11560,11560,613870,FPT
502,2017-01-06,11590,11660,11520,11520,799750,FPT
503,2017-01-09,11540,11630,11510,11590,501610,FPT
504,2017-01-10,11600,11790,11580,11790,1045680,FPT
505,2017-01-11,11870,11950,11810,11810,740990,FPT
506,2017-01-12,11810,11850,11750,11780,540350,FPT
507,2017-01-13,11810,11900,11460,11510,1640150,FPT
508,2017-01-16,11510,11510,11290,11290,896110,FPT
509,2017-01-17,11290,11480,11290,11380,521250,FPT
510,2017-01-18,11460,11460,11230,11230,496120,FPT
511,2017-01-19,11230,11290,11130,11230,589210,FPT
512,2017-01-20,11230,11400,11220,11340,662850,FPT
513,2017-01-23,11380,11430,11340,11390,457700,FPT
514,2017-01-24,11460,11510,11350,11460,280500,FPT
515,2017-01-25,11510,11600,11440,11560,421770,FPT
516,2017-02-02,11590,11630,11430,11510,487480,FPT
517,2017-02-03,11460,11510,11380,11460,497380,FPT
518,2017-02-06,11400,11400,11340,11350,553780,FPT
519,2017-02-07,11350,11460,11350,11400,919390,FPT
520,2017-02-08,11430,11520,11390,11430,580940,FPT
521,2017-02-09,11430,11460,11400,11410,796670,FPT
522,2017-02-10,11400,11430,11350,11390,615430,FPT
523,2017-02-13,11430,11490,11380,11480,843490,FPT
524,2017-02-14,11540,11900,11510,11900,1942460,FPT
525,2017-02-15,11920,11920,11740,11790,1155260,FPT
526,2017-02-16,11790,11860,11600,11600,1114930,FPT
527,2017-02-17,11590,11660,11510,11600,816130,FPT
528,2017-02-20,11600,11630,11540,11540,739970,FPT
529,2017-02-21,11590,11760,11540,11630,1056640,FPT
530,2017-02-22,11710,11870,11630,11740,1230810,FPT
531,2017-02-23,11760,11880,11700,11790,1042580,FPT
532,2017-02-24,11790,11810,11660,11790,929360,FPT
533,2017-02-27,11790,12030,11790,11930,1791360,FPT
534,2017-02-28,11950,12000,11740,11750,787960,FPT
535,2017-03-01,11750,11760,11620,11710,814870,FPT
536,2017-03-02,11710,11760,11630,11650,625140,FPT
537,2017-03-03,11650,11760,11580,11700,400430,FPT
538,2017-03-06,11700,11810,11700,11780,519090,FPT
539,2017-03-07,11790,11790,11670,11740,474030,FPT
540,2017-03-08,11710,11790,11670,11740,486250,FPT
541,2017-03-09,11730,11760,11660,11660,517110,FPT
542,2017-03-10,11740,11900,11710,11790,1204950,FPT
543,2017-03-13,11810,11870,11710,11730,463260,FPT
544,2017-03-14,11740,11850,11710,11710,600400,FPT
545,2017-03-15,11710,11760,11650,11670,632570,FPT
546,2017-03-16,11690,11760,11660,11710,610500,FPT
547,2017-03-17,11760,11870,11730,11760,987600,FPT
548,2017-03-20,11760,11980,11760,11950,1573640,FPT
549,2017-03-21,12000,12110,11950,11950,1881270,FPT
550,2017-03-22,11980,11990,11810,11810,1208130,FPT
551,2017-03-23,11790,12290,11760,12290,2026020,FPT
552,2017-03-24,12420,12560,12170,12210,1937460,FPT
553,2017-03-27,12200,12290,12110,12200,1021940,FPT
554,2017-03-28,12200,12360,12120,12160,1161770,FPT
555,2017-03-29,12160,12240,12110,12170,605170,FPT
556,2017-03-30,12170,12260,12080,12080,752470,FPT
557,2017-03-31,12080,12210,12050,12120,1213360,FPT
558,2017-04-03,12120,12170,11900,11900,1994720,FPT
559,2017-04-04,11880,12050,11880,12050,981010,FPT
560,2017-04-05,12050,12050,11930,11930,598970,FPT
561,2017-04-07,11880,12070,11880,12050,900280,FPT
562,2017-04-10,12050,12110,12030,12050,421960,FPT
563,2017-04-11,12050,12120,12000,12050,405130,FPT
564,2017-04-12,12050,12230,12050,12180,1296510,FPT
565,2017-04-13,12140,12200,12110,12110,518960,FPT
566,2017-04-14,12080,12100,11760,11810,1444000,FPT
567,2017-04-17,11810,11920,11710,11710,1066820,FPT
568,2017-04-18,11710,11790,11620,11790,596530,FPT
569,2017-04-19,11790,11900,11760,11790,1132270,FPT
570,2017-04-20,11790,11880,11740,11750,526060,FPT
571,2017-04-21,11850,11900,11750,11750,407700,FPT
572,2017-04-24,11750,11810,11700,11730,465680,FPT
573,2017-04-25,11690,11790,11660,11700,602100,FPT
574,2017-04-26,11760,11810,11710,11790,483590,FPT
575,2017-04-27,11810,11980,11810,11920,1001040,FPT
576,2017-04-28,11900,11930,11790,11920,444560,FPT
577,2017-05-03,11980,12120,11920,12050,806650,FPT
578,2017-05-04,12050,12160,12030,12050,692490,FPT
579,2017-05-05,12050,12110,12030,12080,309370,FPT
580,2017-05-08,12030,12100,12000,12050,367850,FPT
581,2017-05-09,12110,12370,12110,12370,1168370,FPT
582,2017-05-10,12420,12540,12320,12320,1568980,FPT
583,2017-05-11,12320,12400,12210,12320,709020,FPT
584,2017-05-12,12320,12400,12290,12290,528780,FPT
585,2017-05-15,12290,12290,12230,12240,506520,FPT
586,2017-05-16,12240,12370,12170,12170,638370,FPT
587,2017-05-17,12170,12290,12110,12240,553800,FPT
588,2017-05-18,12280,12480,12210,12270,909220,FPT
589,2017-05-19,12270,12400,12240,12400,718260,FPT
590,2017-05-22,12420,12570,12420,12420,1719610,FPT
591,2017-05-23,12470,12670,12420,12520,2066240,FPT
592,2017-05-24,12610,12620,12520,12580,1304860,FPT
593,2017-05-25,12910,12910,12750,12800,1713400,FPT
594,2017-05-26,12800,12800,12610,12640,868540,FPT
595,2017-05-29,12640,12830,12640,12800,634230,FPT
596,2017-05-30,12710,13110,12710,12910,1868870,FPT
597,2017-05-31,12910,13080,12910,12910,1063000,FPT
598,2017-06-01,12940,13060,12940,13050,787160,FPT
599,2017-06-02,13100,13120,12940,12990,809190,FPT
600,2017-06-05,13100,13110,12950,12990,666610,FPT
601,2017-06-06,13000,13470,13000,13310,1481770,FPT
602,2017-06-07,13470,13470,13240,13240,842710,FPT
603,2017-06-08,13220,13320,13120,13280,630430,FPT
604,2017-06-09,13280,13660,13280,13570,1569640,FPT
605,2017-06-12,13520,13570,13410,13430,553000,FPT
606,2017-06-13,13520,13780,13520,13610,1573850,FPT
607,2017-06-14,13750,13750,13560,13570,780590,FPT
608,2017-06-15,13590,13620,13530,13620,615030,FPT
609,2017-06-16,13660,13740,13610,13720,603990,FPT
610,2017-06-19,13810,13930,13800,13910,1192040,FPT
611,2017-06-20,13970,13970,13810,13860,762030,FPT
612,2017-06-21,13910,14270,13820,14270,1942410,FPT
613,2017-06-22,14200,14500,14200,14300,1244630,FPT
614,2017-06-23,14270,14350,14180,14250,759780,FPT
615,2017-06-26,14370,14370,13970,14030,1375990,FPT
616,2017-06-27,13970,13990,13640,13720,2818290,FPT
617,2017-06-28,13780,13930,13710,13930,940300,FPT
618,2017-06-29,13910,14010,13910,13970,730260,FPT
619,2017-06-30,13970,14080,13750,14080,1117400,FPT
620,2017-07-03,13930,14080,13910,13930,662700,FPT
621,2017-07-04,13990,14030,13910,13990,922560,FPT
622,2017-07-05,13990,14030,13950,14030,508490,FPT
623,2017-07-06,14010,14380,13990,14380,1924630,FPT
624,2017-07-07,14480,14840,14410,14610,2447400,FPT
625,2017-07-10,14480,14630,14300,14480,1816570,FPT
626,2017-07-11,14380,14450,14120,14300,1027560,FPT
627,2017-07-12,14380,14450,14130,14400,758630,FPT
628,2017-07-13,14350,14680,14320,14680,972830,FPT
629,2017-07-14,14680,14710,14540,14630,541080,FPT
630,2017-07-17,14630,14630,14320,14410,905330,FPT
631,2017-07-18,14300,14410,14220,14350,866850,FPT
632,2017-07-19,14350,14500,13990,14090,984170,FPT
633,2017-07-20,13990,14090,13870,14050,896480,FPT
634,2017-07-21,14120,14200,13870,13870,663330,FPT
635,2017-07-24,13870,13990,13810,13970,596990,FPT
636,2017-07-25,13970,14090,13870,14030,592490,FPT
637,2017-07-26,14030,14350,14030,14350,702050,FPT
638,2017-07-27,14410,14620,14320,14480,1244010,FPT
639,2017-07-28,14480,14620,14380,14580,1611740,FPT
640,2017-07-31,14560,14610,14450,14520,663380,FPT
641,2017-08-01,14560,14860,14480,14720,1455870,FPT
642,2017-08-02,14760,15000,14630,14840,2150390,FPT
643,2017-08-03,14930,15350,14880,15050,1998770,FPT
644,2017-08-04,15100,15130,14880,15050,827080,FPT
645,2017-08-07,15050,15050,14930,14980,766980,FPT
646,2017-08-08,14980,15030,14710,14710,1460460,FPT
647,2017-08-09,14690,14690,14460,14540,1842380,FPT
648,2017-08-10,14410,14710,14410,14690,872820,FPT
649,2017-08-11,14720,14880,14610,14860,548460,FPT
650,2017-08-14,15030,15030,14780,14780,773240,FPT
651,2017-08-15,14780,14780,14560,14690,820690,FPT
652,2017-08-16,14690,14690,14560,14610,814430,FPT
653,2017-08-17,14730,14780,14540,14540,640030,FPT
654,2017-08-18,14540,14660,14380,14560,363920,FPT
655,2017-08-21,14730,14730,14560,14650,355750,FPT
656,2017-08-22,14630,14650,14440,14440,416720,FPT
657,2017-08-23,14410,14560,14410,14470,517300,FPT
658,2017-08-24,14540,14660,14470,14630,433820,FPT
659,2017-08-25,14660,14680,14560,14560,374570,FPT
660,2017-08-28,14500,14610,14500,14610,569140,FPT
661,2017-08-29,14560,14750,14560,14650,828090,FPT
662,2017-08-30,14620,14690,14580,14660,322140,FPT
663,2017-08-31,14660,14980,14660,14880,1115030,FPT
664,2017-09-01,14910,14930,14810,14910,268680,FPT
665,2017-09-05,14910,14910,14800,14880,447330,FPT
666,2017-09-06,14870,14870,14660,14780,510590,FPT
667,2017-09-07,14730,14810,14690,14690,479950,FPT
668,2017-09-08,14730,14730,14630,14630,478140,FPT
669,2017-09-11,14630,14780,14500,14520,843320,FPT
670,2017-09-12,14560,14750,14540,14750,853680,FPT
671,2017-09-13,14810,15140,14810,14950,1944610,FPT
672,2017-09-14,15030,15030,14820,14820,857090,FPT
673,2017-09-15,14810,14880,14730,14780,794420,FPT
674,2017-09-18,14820,14850,14730,14820,803430,FPT
675,2017-09-19,14880,14990,14850,14850,869330,FPT
676,2017-09-20,14930,14950,14820,14930,631410,FPT
677,2017-09-21,15000,15210,14950,15140,2667670,FPT
678,2017-09-22,15210,15320,15140,15160,1394280,FPT
679,2017-09-25,15250,15250,14990,14990,745050,FPT
680,2017-09-26,14990,15030,14880,15030,878850,FPT
681,2017-09-27,15030,15140,14940,15030,868830,FPT
682,2017-09-28,15030,15100,14850,15020,774370,FPT
683,2017-09-29,15000,15030,14910,14950,395560,FPT
684,2017-10-02,14950,15020,14740,14780,911190,FPT
685,2017-10-03,14780,14780,14620,14680,1087970,FPT
686,2017-10-04,14690,14780,14660,14740,518400,FPT
687,2017-10-05,14850,15020,14730,14810,658270,FPT
688,2017-10-06,14810,14980,14810,14950,569960,FPT
689,2017-10-09,15030,15030,14910,14980,585830,FPT
690,2017-10-10,14950,15120,14950,15120,1234640,FPT
691,2017-10-11,15140,15490,15120,15300,2540980,FPT
692,2017-10-12,15330,15760,15330,15640,2004500,FPT
693,2017-10-13,15700,15740,15510,15700,1078760,FPT
694,2017-10-16,15640,15950,15610,15760,1249640,FPT
695,2017-10-17,15800,15800,15610,15800,861260,FPT
696,2017-10-18,15760,15920,15490,15490,1237160,FPT
697,2017-10-19,15490,15700,15360,15510,977340,FPT
698,2017-10-20,15420,15540,15330,15420,767080,FPT
699,2017-10-23,15420,15420,15120,15120,1116150,FPT
700,2017-10-24,15120,15270,15060,15120,879390,FPT
701,2017-10-25,15170,15270,15120,15240,768500,FPT
702,2017-10-26,15270,15300,15030,15210,1089860,FPT
703,2017-10-27,15140,15380,15060,15380,734980,FPT
704,2017-10-30,15380,15580,15300,15330,1707190,FPT
705,2017-10-31,15330,15760,15210,15450,1618160,FPT
706,2017-11-01,15490,15640,15450,15580,907980,FPT
707,2017-11-02,15610,15760,15270,15490,1244900,FPT
708,2017-11-03,15330,15640,15140,15640,1200390,FPT
709,2017-11-06,15760,15880,15610,15760,1608490,FPT
710,2017-11-07,15800,15800,15610,15700,1141790,FPT
711,2017-11-08,15700,16260,15640,16260,3385930,FPT
712,2017-11-09,16379,16420,16070,16129,1720600,FPT
713,2017-11-10,16100,16350,16010,16010,1369700,FPT
714,2017-11-13,16010,16800,15920,16560,4769280,FPT
715,2017-11-14,16680,17020,16420,16520,4332100,FPT
716,2017-11-15,16580,17480,16560,17450,4665890,FPT
717,2017-11-16,17570,17990,17350,17480,3733760,FPT
718,2017-11-17,17540,17570,17150,17390,3930560,FPT
719,2017-11-20,17200,17790,17150,17770,3802520,FPT
720,2017-11-21,17860,18020,17540,17540,3385720,FPT
721,2017-11-22,17480,17790,17480,17790,2596350,FPT
722,2017-11-23,17790,18020,17540,17670,3536130,FPT
723,2017-11-24,17640,17790,17480,17770,2370820,FPT
724,2017-11-27,17790,18310,17790,17860,2653980,FPT
725,2017-11-28,17790,17860,17540,17640,2292500,FPT
726,2017-11-29,17790,18310,17610,18180,3845300,FPT
727,2017-11-30,18370,18390,17910,17910,3002720,FPT
728,2017-12-01,17860,17960,17710,17910,1829280,FPT
729,2017-12-04,17940,18120,17890,18020,2204370,FPT
730,2017-12-05,17990,18180,17570,17570,3558740,FPT
731,2017-12-06,17480,17570,17180,17410,3522030,FPT
732,2017-12-07,17410,17640,17120,17200,1655580,FPT
733,2017-12-08,17180,17320,16890,17020,1924190,FPT
734,2017-12-11,16770,16930,16420,16420,2736380,FPT
735,2017-12-12,16580,16770,15580,16480,3113980,FPT
736,2017-12-13,16640,16800,16480,16770,1625860,FPT
737,2017-12-14,16700,17150,16700,17150,1276430,FPT
738,2017-12-15,17180,17410,17020,17320,1611640,FPT
739,2017-12-18,17480,17540,17200,17260,1793760,FPT
740,2017-12-19,17260,17390,16830,16930,2483570,FPT
741,2017-12-20,16930,17480,16930,17260,1960650,FPT
742,2017-12-21,17410,17610,17200,17290,1845520,FPT
743,2017-12-22,17290,17610,17230,17520,1738070,FPT
744,2017-12-25,17570,17830,17570,17670,2393910,FPT
745,2017-12-26,17790,17790,17520,17520,1246050,FPT
746,2017-12-27,17640,17640,17350,17390,1703070,FPT
747,2017-12-28,17390,17670,17320,17540,1916250,FPT
748,2017-12-29,17540,17670,17480,17520,1559860,FPT
749,2018-01-02,17570,18340,17540,18340,5022160,FPT
750,2018-01-03,18550,18610,18240,18340,2829930,FPT
751,2018-01-04,18390,18710,18370,18710,2784800,FPT
752,2018-01-05,18710,18730,18370,18390,2851450,FPT
753,2018-01-08,18270,18680,18180,18680,2529030,FPT
754,2018-01-09,18710,19110,18490,19050,4010010,FPT
755,2018-01-10,19020,19330,18730,18860,2610670,FPT
756,2018-01-11,18730,18980,18610,18860,2420150,FPT
757,2018-01-12,18460,19020,18460,18460,2824950,FPT
758,2018-01-15,18440,18770,18310,18710,2296030,FPT
759,2018-01-16,18710,18860,18490,18710,1512380,FPT
760,2018-01-17,18080,18730,18080,18080,2259230,FPT
761,2018-01-18,17890,18080,17670,18080,3314290,FPT
762,2018-01-19,18080,18340,18060,18060,2002690,FPT
763,2018-01-22,18240,18860,18210,18680,2509650,FPT
764,2018-01-25,18860,19200,18680,18730,5368250,FPT
765,2018-01-26,19020,19020,18550,18650,1631780,FPT
766,2018-01-29,18680,18980,18370,18490,1335440,FPT
767,2018-01-30,18340,19630,18240,19630,4719350,FPT
768,2018-01-31,19870,20090,19290,19290,3988780,FPT
769,2018-02-01,19290,19460,18900,18900,2086500,FPT
770,2018-02-02,18900,18960,18550,18710,1671290,FPT
771,2018-02-05,18440,18650,17520,17520,3754890,FPT
772,2018-02-06,16320,17320,16320,16620,5312890,FPT
773,2018-02-07,17480,17570,17180,17350,1872960,FPT
774,2018-02-08,17180,17480,16870,16930,1709000,FPT
775,2018-02-09,16100,16870,16100,16870,2139970,FPT
776,2018-02-12,17260,17520,16700,17520,1166010,FPT
777,2018-02-13,17860,18180,17730,18080,1448350,FPT
778,2018-02-21,18440,18490,18080,18210,1574450,FPT
779,2018-02-22,18180,18240,17860,17910,1433060,FPT
780,2018-02-23,17940,18580,17940,18550,1607200,FPT
781,2018-02-26,18710,18960,18520,18520,2467750,FPT
782,2018-02-27,18610,18650,18240,18340,1415610,FPT
783,2018-02-28,18140,18520,18120,18340,1835710,FPT
784,2018-03-01,18210,18770,18120,18650,2114250,FPT
785,2018-03-02,18550,18800,18390,18730,1840930,FPT
786,2018-03-05,18800,19780,18800,18860,6025340,FPT
787,2018-03-06,19170,19410,18920,19410,2577540,FPT
788,2018-03-07,19460,19530,18860,19080,2000410,FPT
789,2018-03-08,19020,19170,18800,19080,1316600,FPT
790,2018-03-09,19230,19350,18860,18900,2068410,FPT
791,2018-03-12,19020,19200,18830,18830,1611250,FPT
792,2018-03-13,18770,18770,18210,18440,4159670,FPT
793,2018-03-14,18440,18650,18210,18650,2070230,FPT
794,2018-03-15,18710,18730,18490,18580,1189330,FPT
795,2018-03-16,18580,18650,18310,18440,1426890,FPT
796,2018-03-19,18460,18580,18370,18550,1337110,FPT
797,2018-03-20,18460,19110,18390,18800,2921440,FPT
798,2018-03-21,18800,18960,18710,18710,999470,FPT
799,2018-03-22,18710,18830,18440,18440,1264760,FPT
800,2018-03-23,18080,18270,17790,17960,2833670,FPT
801,2018-03-26,17960,18210,17960,18140,940840,FPT
802,2018-03-27,18370,18440,18080,18240,993260,FPT
803,2018-03-28,18120,18210,18020,18060,660440,FPT
804,2018-03-29,18210,18310,18080,18240,827280,FPT
805,2018-03-30,18270,18800,18210,18610,2434830,FPT
806,2018-04-02,18860,18920,18710,18860,2194820,FPT
807,2018-04-03,18770,18830,18680,18770,1140770,FPT
808,2018-04-04,19020,19270,18900,18920,2297950,FPT
809,2018-04-05,19020,19530,18860,19330,2874100,FPT
810,2018-04-06,19690,19710,19230,19230,3614250,FPT
811,2018-04-09,19200,19500,19200,19430,1502210,FPT
812,2018-04-10,19500,20000,19460,19740,4490010,FPT
813,2018-04-11,19870,20060,19330,19330,3296390,FPT
814,2018-04-12,19330,19500,19050,19500,1321110,FPT
815,2018-04-13,19590,19590,19020,19020,2146710,FPT
816,2018-04-16,19020,19140,18680,18730,1181050,FPT
817,2018-04-17,18860,19020,18680,19020,1105060,FPT
818,2018-04-18,19110,19290,18980,19020,1247240,FPT
819,2018-04-19,19020,19050,18610,18610,2377390,FPT
820,2018-04-20,18710,18860,18490,18800,972550,FPT
821,2018-04-23,18800,18920,17540,17790,1461440,FPT
822,2018-04-24,17610,17940,17200,17290,1850860,FPT
823,2018-04-26,17450,17710,16870,16870,2031810,FPT
824,2018-04-27,16870,17610,16830,17480,1597710,FPT
825,2018-05-02,17730,17790,17410,17480,1370180,FPT
826,2018-05-03,17410,17790,17080,17790,2162850,FPT
827,2018-05-04,17940,18080,17860,18020,1171180,FPT
828,2018-05-07,18020,18270,17960,18270,878040,FPT
829,2018-05-08,18140,18270,18020,18080,1114210,FPT
830,2018-05-09,17960,18120,17830,17910,1004740,FPT
831,2018-05-10,17910,18210,17790,17890,1546130,FPT
832,2018-05-11,17790,18240,17790,18240,1169610,FPT
833,2018-05-14,18440,18920,18270,18900,2012550,FPT
834,2018-05-15,19020,19020,18710,18830,910810,FPT
835,2018-05-16,18710,18830,18550,18550,672930,FPT
836,2018-05-17,18520,18830,18520,18580,719700,FPT
837,2018-05-18,18580,18710,18020,18650,979930,FPT
838,2018-05-21,18770,19140,18710,18710,1483830,FPT
839,2018-05-22,18710,18860,18240,18310,1101490,FPT
840,2018-05-23,18390,18710,18240,18580,1077080,FPT
841,2018-05-24,18680,18770,18240,18240,1035660,FPT
842,2018-05-25,18460,18460,17710,17710,788360,FPT
843,2018-05-28,17090,17450,16480,16480,2034970,FPT
844,2018-05-29,16480,17450,16239,17160,2350500,FPT
845,2018-05-30,17130,17130,16450,16460,1590980,FPT
846,2018-05-31,16320,16900,16300,16640,1105040,FPT
847,2018-06-01,16640,16900,16540,16820,1291490,FPT
848,2018-06-04,16830,17190,16780,17110,1150670,FPT
849,2018-06-05,17200,17410,17090,17300,1347750,FPT
850,2018-06-06,17380,17570,17130,17570,1017540,FPT
851,2018-06-07,17710,17710,17260,17300,1138280,FPT
852,2018-06-08,17330,17450,17200,17350,1050890,FPT
853,2018-06-11,17280,17350,17200,17200,721890,FPT
854,2018-06-12,17200,17200,16540,16760,1257200,FPT
855,2018-06-13,16640,16980,16640,16950,452120,FPT
856,2018-06-14,17010,17110,16870,16870,460360,FPT
857,2018-06-15,16760,16900,16740,16830,442100,FPT
858,2018-06-18,16980,16980,16450,16450,693660,FPT
859,2018-06-19,16329,16329,15450,16120,2015520,FPT
860,2018-06-20,16260,16450,15930,16450,650560,FPT
861,2018-06-21,16450,16450,15960,16070,349770,FPT
862,2018-06-22,16040,16300,15890,16300,375270,FPT
863,2018-06-25,16450,16450,16260,16329,511540,FPT
864,2018-06-26,16120,16219,16040,16120,240850,FPT
865,2018-06-27,16260,16260,16010,16040,256990,FPT
866,2018-06-28,16040,16040,15380,15380,1175250,FPT
867,2018-06-29,15380,15560,15030,15030,759780,FPT
868,2018-07-02,15030,15170,14480,14560,979030,FPT
869,2018-07-03,14560,14720,14120,14120,1351030,FPT
870,2018-07-04,14140,14480,13930,14480,980200,FPT
871,2018-07-05,14480,14510,13930,14300,711240,FPT
872,2018-07-06,14120,15090,14090,14770,913260,FPT
873,2018-07-09,14850,14980,14400,14540,583920,FPT
874,2018-07-10,14600,14740,14480,14630,249100,FPT
875,2018-07-11,14300,14480,13980,14190,801770,FPT
876,2018-07-12,13980,14350,13930,14050,684480,FPT
877,2018-07-13,14300,14770,14230,14710,1060620,FPT
878,2018-07-16,14880,15030,14720,14810,645230,FPT
879,2018-07-17,14740,15170,14690,15170,1297460,FPT
880,2018-07-18,15200,15530,15170,15530,1096080,FPT
881,2018-07-19,15280,15530,15280,15380,753150,FPT
882,2018-07-20,15310,15310,14940,15060,851350,FPT
883,2018-07-23,15280,15450,15140,15200,1111700,FPT
884,2018-07-24,15200,15370,15000,15280,1167460,FPT
885,2018-07-25,15310,15850,15280,15350,1326030,FPT
886,2018-07-26,15450,15560,15240,15400,717640,FPT
887,2018-07-27,15530,15890,15400,15680,1291840,FPT
888,2018-07-30,15710,15750,15640,15680,1197220,FPT
889,2018-07-31,15680,15750,15490,15490,1591210,FPT
890,2018-08-01,15450,15590,15170,15200,2431450,FPT
891,2018-08-02,15200,15450,15060,15450,726710,FPT
892,2018-08-03,15560,15600,15350,15420,719840,FPT
893,2018-08-06,15350,15450,15300,15300,350030,FPT
894,2018-08-07,15310,15310,15110,15180,645810,FPT
895,2018-08-08,15180,15420,15170,15380,764020,FPT
896,2018-08-09,15560,15640,15400,15490,1232720,FPT
897,2018-08-10,15490,15740,15450,15600,797270,FPT
898,2018-08-13,15600,15820,15600,15740,1038760,FPT
899,2018-08-14,15840,16059,15780,16040,1601310,FPT
900,2018-08-15,16040,16190,15820,15850,1658080,FPT
901,2018-08-16,15900,15940,15730,15940,1378580,FPT
902,2018-08-17,16010,16120,15940,16120,928050,FPT
903,2018-08-20,16120,16430,15980,16200,955270,FPT
904,2018-08-21,16160,16230,16070,16200,720470,FPT
905,2018-08-22,16210,16430,16200,16320,1152700,FPT
906,2018-08-23,16340,16490,16340,16460,1004880,FPT
907,2018-08-24,16460,16490,16270,16480,629740,FPT
908,2018-08-27,16430,16490,16379,16460,808140,FPT
909,2018-08-28,16430,16480,16320,16379,909720,FPT
910,2018-08-29,16370,16460,16290,16379,775370,FPT
911,2018-08-30,16379,16379,16290,16370,632170,FPT
912,2018-08-31,16370,16630,16340,16379,1027280,FPT
913,2018-09-04,16340,16560,16309,16340,634400,FPT
914,2018-09-05,16320,16379,15940,16040,843460,FPT
915,2018-09-06,15970,16040,15690,15690,1206190,FPT
916,2018-09-07,15750,15940,15690,15940,508770,FPT
917,2018-09-10,16010,16010,15760,15760,367280,FPT
918,2018-09-11,15760,16010,15760,15980,562280,FPT
919,2018-09-12,16120,16200,15950,15950,477500,FPT
920,2018-09-13,16200,16270,16010,16070,646170,FPT
921,2018-09-14,16160,16560,16160,16500,2772660,FPT
922,2018-09-17,16490,16490,16340,16340,564810,FPT
923,2018-09-18,16200,16590,16200,16590,799660,FPT
924,2018-09-19,16670,16910,16590,16830,1352060,FPT
925,2018-09-20,16680,17120,16680,17010,1126260,FPT
926,2018-09-21,17070,17070,16740,17010,1327270,FPT
927,2018-09-24,17010,17230,16970,17080,991190,FPT
928,2018-09-25,17050,17080,16970,17010,746530,FPT
929,2018-09-26,17050,17330,16990,17070,1028940,FPT
930,2018-09-27,17070,17230,17070,17120,750790,FPT
931,2018-09-28,17230,17230,17140,17150,559790,FPT
932,2018-10-01,17150,17210,17020,17050,519760,FPT
933,2018-10-02,16990,17050,16760,16780,854660,FPT
934,2018-10-03,16780,16940,16760,16850,373060,FPT
935,2018-10-04,16850,17050,16820,16990,471280,FPT
936,2018-10-05,17020,17050,16880,16880,508450,FPT
937,2018-10-08,16850,16850,16670,16670,511810,FPT
938,2018-10-09,16670,16720,16560,16560,399440,FPT
939,2018-10-10,16560,16820,16560,16780,695690,FPT
940,2018-10-11,16309,16460,15680,15820,2177930,FPT
941,2018-10-12,15750,16309,15440,16230,1377940,FPT
942,2018-10-15,16230,16309,15940,15940,495650,FPT
943,2018-10-16,16120,16120,15820,16020,603710,FPT
944,2018-10-17,16230,16309,16120,16160,474320,FPT
945,2018-10-18,16200,16309,16070,16160,710630,FPT
946,2018-10-19,15940,16120,15900,15940,925420,FPT
947,2018-10-22,16070,16200,15970,15980,429360,FPT
948,2018-10-23,15980,15980,15410,15640,1150850,FPT
949,2018-10-24,15580,15760,15490,15490,562380,FPT
950,2018-10-25,14820,15300,14820,15200,757730,FPT
951,2018-10-26,15370,15460,15120,15120,919770,FPT
952,2018-10-29,15010,15350,15010,15180,462380,FPT
953,2018-10-30,15230,15490,15120,15180,452630,FPT
954,2018-10-31,15460,15560,15300,15540,325140,FPT
955,2018-11-01,15580,15710,15520,15520,469760,FPT
956,2018-11-02,15690,15940,15580,15900,593810,FPT
957,2018-11-05,15780,15940,15640,15760,265620,FPT
958,2018-11-06,15820,15840,15590,15620,470930,FPT
959,2018-11-07,15620,15750,15430,15500,495560,FPT
960,2018-11-08,15650,15710,15540,15620,352130,FPT
961,2018-11-09,15490,15590,15260,15280,635120,FPT
962,2018-11-12,15260,15540,15250,15540,273110,FPT
963,2018-11-13,15260,15460,15260,15430,438030,FPT
964,2018-11-14,15520,15650,15410,15650,752440,FPT
965,2018-11-15,15560,15710,15440,15640,498790,FPT
966,2018-11-16,15750,15900,15650,15840,639910,FPT
967,2018-11-19,15940,16010,15850,15980,396020,FPT
968,2018-11-20,16010,16070,15880,16070,550140,FPT
969,2018-11-21,15850,16070,15820,16070,513360,FPT
970,2018-11-22,16070,16160,16020,16070,323300,FPT
971,2018-11-23,15970,16100,15940,15950,346060,FPT
972,2018-11-26,15950,15950,15730,15730,483470,FPT
973,2018-11-27,15900,15900,15750,15840,341670,FPT
974,2018-11-28,15840,15880,15760,15850,256240,FPT
975,2018-11-29,16040,16120,15900,15900,523610,FPT
976,2018-11-30,15900,15910,15800,15900,323780,FPT
977,2018-12-03,16010,16630,16010,16630,1136360,FPT
978,2018-12-04,16630,16850,16570,16640,1011170,FPT
979,2018-12-05,16480,16640,16460,16520,605880,FPT
980,2018-12-06,16490,16590,16320,16460,484120,FPT
981,2018-12-07,16520,16800,16520,16700,763170,FPT
